YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S24B0030            ,A0362     ,PS05109DB07W123B1001,8,174090.91,11/7/2024
S24B0030            ,A0362     ,PS05109DLG6W12315001,6,174090.91,11/7/2024
S24B0030            ,A0362     ,PS05109DS51W12315001,6,174090.91,11/7/2024
S24B0031            ,A0362     ,PS05109DY03W123B1001,2,0,11/7/2024
S24B0031            ,A0362     ,PS05109DYA7W123B1001,2,0,11/7/2024
S24B0032            ,A0666     ,PS051C8DS05000000001,2,168181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DG04000000001,1,168181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DL06000000001,3,168181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DR11000000001,2,168181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DY62000000001,4,168181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DG63000000001,5,173181.82,11/7/2024
S24B0032            ,A0666     ,PS051C8DS51000000001,2,173181.82,11/7/2024
S24B0032            ,A0666     ,PS053B2DR47000000E01,1,263636.36,11/7/2024
S24B0032            ,A0666     ,PS053B2DH66000000E01,1,263636.36,11/7/2024
S24B0032            ,A0666     ,PS05622DB03000000F01,1,562770.91,11/7/2024
S24B0032            ,A0666     ,PS05622DH66000000F01,1,562770.91,11/7/2024
S24B0032            ,A0666     ,PS05622DB07000000F01,1,567770.91,11/7/2024
S24B0032            ,A0666     ,PS05622DB03000000G01,1,562770.91,11/7/2024
S24B0032            ,A0666     ,PS05622DH66000000G01,1,562770.91,11/7/2024
S24B0032            ,A0666     ,PS05622DB07000000G01,1,567770.91,11/7/2024
S24B0032            ,A0666     ,PS05848DB07000000F01,1,395000,11/7/2024
S24B0032            ,A0666     ,PS05848DH66000000F01,1,390000,11/7/2024
S24B0032            ,A0666     ,PS05848DS05000000H01,1,390000,11/7/2024
S24B0032            ,A0666     ,PS05848DH48B0451BG01,1,455000,11/7/2024
S24B0032            ,A0666     ,PS05848DH48B04519G01,1,455000,11/7/2024
S24B0032            ,A0666     ,PS051D2DB07000000001,5,98636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DG63000000001,2,98636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DLA8000000001,1,98636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DG04000000001,1,93636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DLK9000000001,1,93636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DH66000000001,2,93636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DR47000000001,4,93636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DW01000000001,3,93636.36,11/7/2024
S24B0032            ,A0666     ,PS051D2DY62000000001,2,93636.36,11/7/2024
S24B0032            ,A0666     ,PS05849DH66000000E01,1,272727.27,11/7/2024
S24B0032            ,A0666     ,PS05849DB07000000F01,15,277727.27,11/7/2024
S24B0032            ,A0666     ,PS05849DG63000000H01,3,277727.27,11/7/2024
S24B0032            ,A0666     ,PS05849DB01B01812G01,1,336363.64,11/7/2024
S24B0032            ,A0666     ,PS05849DB07B0181GG01,1,341363.64,11/7/2024
S24B0032            ,A0666     ,PS05849DB07B02113G01,1,341363.64,11/7/2024
S24B0032            ,A0666     ,PS05849DB07B0211HG01,1,341363.64,11/7/2024
S24B0032            ,A0666     ,PS05849DB07B021D3G01,1,341363.64,11/7/2024
S24B0033            ,A0666     ,PS051E4DR11000000001,5,127272.73,11/7/2024
S24B0033            ,A0666     ,PS05L02DB07000000E01,2,327272.73,11/7/2024
S24B0033            ,A0666     ,PS05L02DW06000000F01,2,327272.73,11/7/2024
S24B0033            ,A0666     ,PS053A2DR48000000E01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DY62000000E01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DW13000000E01,3,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2D015000000E01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DY86000000E01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DG63000000E01,5,273181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DY62000000F01,2,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DG04000000F01,2,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DR48000000F01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DR47000000F01,3,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DY86000000F01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DLK9000000F01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DS51000000F01,2,273181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DR47000000G01,2,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DLK9000000G01,1,268181.82,11/7/2024
S24B0033            ,A0666     ,PS053A2DS51000000G01,3,273181.82,11/7/2024
S24B0033            ,A0666     ,SXV021CBSCA003001,2,43636.36,11/7/2024
S24B0033            ,A0666     ,SXV02288SCA003001,1,31818.18,11/7/2024
S24B0033            ,A0666     ,SXV02120SCA001002,4,31818.18,11/7/2024
S24B0033            ,A0666     ,SXV02645SCA003001,10,50909.09,11/7/2024
S24B0033            ,A0666     ,SXV02848SCA003001,3,35000,11/7/2024
S24B0033            ,A0666     ,SXV02808SCA001001,15,31818.18,11/7/2024
S24B0034            ,A0666     ,PS053A2DB07000000F01,6,0,11/7/2024
S24B0035            ,A0404     ,PS05201DS01000000001,4,248181.82,11/7/2024
S24B0035            ,A0404     ,PS05201DR11000000001,4,248181.82,11/7/2024
S24B0035            ,A0404     ,PS05201DL06000000001,4,248181.82,11/7/2024
S24B0021            ,A0794     ,PS051D2DLA8000000001,5,104090.91,11/6/2024
S24B0021            ,A0794     ,PS051D2DB07000000001,10,104090.91,11/6/2024
S24B0021            ,A0794     ,PS051D2DG63000000001,3,104090.91,11/6/2024
S24B0021            ,A0794     ,PS051D2DS05000000001,3,99090.91,11/6/2024
S24B0021            ,A0794     ,PS051D2DW01000000001,3,99090.91,11/6/2024
S24B0021            ,A0794     ,PS051E5DR12000000001,3,148636.36,11/6/2024
S24B0021            ,A0794     ,PS051E5DW01000000001,3,143636.36,11/6/2024
S24B0021            ,A0794     ,PS051E5DG04000000001,2,143636.36,11/6/2024
S24B0021            ,A0794     ,PS051E5DR47000000001,2,143636.36,11/6/2024
S24B0021            ,A0794     ,PS05295DB07000000G01,5,259545.46,11/6/2024
S24B0021            ,A0794     ,PS05295DLG6000000G01,3,259545.46,11/6/2024
S24B0021            ,A0794     ,PS05295DH66000000F01,2,254545.46,11/6/2024
S24B0022            ,A0794     ,PS051E5DLG6000000001,6,148636.36,11/6/2024
S24B0022            ,A0794     ,PS051E5DL06000000001,6,143636.36,11/6/2024
S24B0022            ,A0794     ,PS051E5DS01000000001,4,143636.36,11/6/2024
S24B0022            ,A0794     ,PS051D2DB07000000001,8,104090.91,11/6/2024
S24B0023            ,A0794     ,PS05295DH66000000F01,1,0,11/6/2024
S24B0023            ,A0794     ,PS05295DS05000000G01,1,0,11/6/2024
S24B0024            ,A0850     ,PS051D4DB07000000001,2,136818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DLG6000000001,2,136818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DS51000000001,2,136818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DR01000000001,2,131818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DR21000000001,2,131818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DW01000000001,2,131818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DY03000000001,2,131818.18,11/6/2024
S24B0024            ,A0850     ,PS051D4DH66000000001,2,131818.18,11/6/2024
S24B0024            ,A0850     ,PS051E5DB03000000001,3,143636.36,11/6/2024
S24B0024            ,A0850     ,PS051E5DLG6000000001,3,148636.36,11/6/2024
S24B0024            ,A0850     ,PS05310DG14000000F01,2,307272.73,11/6/2024
S24B0024            ,A0850     ,PS05310DH02000000F01,2,307272.73,11/6/2024
S24B0024            ,A0850     ,PS05310DS51000000F01,2,312272.73,11/6/2024
S24B0025            ,A0850     ,PS051D2DB07000000001,3,104090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DLA8000000001,3,104090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DR01000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DLK9000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DW01000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DW13000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DG04000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DH66000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DY86000000001,2,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051D2DR47000000001,3,99090.91,11/6/2024
S24B0025            ,A0850     ,PS051E5DG04000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051E5DL50000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051E5DR01000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051E5DR47000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051E5DY86000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051E5DY04000000001,3,143636.36,11/6/2024
S24B0025            ,A0850     ,PS051B9DS51000000001,2,162272.73,11/6/2024
S24B0025            ,A0850     ,PS051B9DR01000000001,2,157272.73,11/6/2024
S24B0025            ,A0850     ,PS051B9DY04000000001,2,157272.73,11/6/2024
S24B0025            ,A0850     ,PS051B9DB07S08016001,1,180454.55,11/6/2024
S24B0025            ,A0850     ,PS051B9DLG6S08010001,1,180454.55,11/6/2024
S24B0025            ,A0850     ,PS051C8D015000000001,2,180000,11/6/2024
S24B0025            ,A0850     ,PS051C8DW01000000001,2,180000,11/6/2024
S24B0025            ,A0850     ,PS051C8DH66000000001,2,180000,11/6/2024
S24B0025            ,A0850     ,PS051C8DS51000000001,2,185000,11/6/2024
S24B0025            ,A0850     ,PS051C8DLA8000000001,2,185000,11/6/2024
S24B0025            ,A0850     ,PS051C8DB07000000001,2,185000,11/6/2024
S24B0025            ,A0850     ,PS05310DB07000000F01,2,312272.73,11/6/2024
S24B0025            ,A0850     ,PS05288DW13000000F01,3,219090.91,11/6/2024
S24B0025            ,A0850     ,PS05288DY86000000F01,3,219090.91,11/6/2024
S24B0025            ,A0850     ,PS05288DG04000000F01,3,219090.91,11/6/2024
S24B0025            ,A0850     ,PS05288D015000000G01,1,219090.91,11/6/2024
S24B0025            ,A0850     ,PS053A2DLA8000000E01,2,286818.18,11/6/2024
S24B0025            ,A0850     ,PS053A2DW13000000G01,2,281818.18,11/6/2024
S24B0025            ,A0850     ,PS053A2DR47000000G01,2,281818.18,11/6/2024
S24B0025            ,A0850     ,PS053A2DY03000000G01,2,281818.18,11/6/2024
S24B0025            ,A0850     ,PS053A2DLK9000000G01,2,281818.18,11/6/2024
S24B0025            ,A0850     ,SXV02128SCA004001,20,35454.55,11/6/2024
S24B0025            ,A0850     ,PS05310DLG6000000F01,2,312272.73,11/6/2024
S24B0026            ,A0850     ,PS05288D015000000G01,2,0,11/6/2024
S24B0026            ,A0850     ,PS053A2DS51000000G01,2,0,11/6/2024
S24B0027            ,A0531     ,PS05848DB07000000G01,1,414090.91,11/6/2024
S24B0027            ,A0531     ,PS05848DS05000000G01,1,409090.91,11/6/2024
S24B0027            ,A0531     ,PS05848DH48B04519G01,1,477727.27,11/6/2024
S24B0027            ,A0531     ,PS05848DH48B0451BG01,1,477727.27,11/6/2024
S24B0027            ,A0531     ,PS05848DH68B046B1G01,1,477727.27,11/6/2024
S24B0027            ,A0531     ,PS05848DLH4B046B1G01,1,477727.27,11/6/2024
S24B0027            ,A0531     ,PS05849DB01B01812G01,1,372727.27,11/6/2024
S24B0027            ,A0531     ,PS05849DB07B0181GG01,1,377727.27,11/6/2024
S24B0027            ,A0531     ,PS05849DB07B0211HG01,1,377727.27,11/6/2024
S24B0027            ,A0531     ,PS05849DB07B021D3G01,1,377727.27,11/6/2024
S24B0027            ,A0531     ,PS051C8DB07000000001,3,185000,11/6/2024
S24B0027            ,A0531     ,PS051D2DB07000000001,10,104090.91,11/6/2024
S24B0027            ,A0531     ,PS051E5DRB1000000001,2,148636.36,11/6/2024
S24B0027            ,A0531     ,PS051E5DS51000000001,4,148636.36,11/6/2024
S24B0027            ,A0531     ,PS051E5DR01000000001,2,143636.36,11/6/2024
S24B0027            ,A0531     ,PS051E5DG04000000001,2,143636.36,11/6/2024
S24B0015            ,A0359     ,PS05310DB07000000F01,13,312272.73,11/5/2024
S24B0015            ,A0359     ,PS05310DLG6000000F01,12,312272.73,11/5/2024
S24B0015            ,A0359     ,PS05310DS51000000F01,5,312272.73,11/5/2024
S24B0015            ,A0359     ,PS05310DR12000000F01,6,312272.73,11/5/2024
S24B0016            ,A0865     ,PS05378DB07000000001,13,205000,11/5/2024
S24B0016            ,A0865     ,PS05378DLA8000000001,7,205000,11/5/2024
S24B0016            ,A0865     ,PS05378DS51000000001,8,205000,11/5/2024
S24B0016            ,A0865     ,PS05378DLK9000000001,6,200000,11/5/2024
S24B0016            ,A0865     ,PS05378DH66000000001,14,200000,11/5/2024
S24B0016            ,A0865     ,PS051C8DB07000000001,8,173181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DG63000000001,1,173181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DLA8000000001,6,173181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DS51000000001,1,173181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DH66000000001,4,168181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DW13000000001,3,168181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DY62000000001,6,168181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DLK9000000001,3,168181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DL06000000001,2,168181.82,11/5/2024
S24B0016            ,A0865     ,PS051C8DS05000000001,1,168181.82,11/5/2024
S24B0016            ,A0865     ,PS05188DB07000000001,1,177727.27,11/5/2024
S24B0016            ,A0865     ,PS05848DB07000000G01,4,395000,11/5/2024
S24B0016            ,A0865     ,PS05849DH66000000E01,1,272727.27,11/5/2024
S24B0016            ,A0865     ,SXV02120SCA001002,14,31818.18,11/5/2024
S24B0016            ,A0865     ,SXV02529SCA003001,26,31818.18,11/5/2024
S24B0016            ,A0865     ,SXV02848SCA003001,5,35000,11/5/2024
S24B0017            ,A0806     ,SXV02120SCA001002,50,35454.55,11/5/2024
S24B0018            ,A0286     ,SXV02808SCA001001,140,35454.55,11/5/2024
S24B0018            ,A0286     ,SXV02120SCA001002,200,35454.55,11/5/2024
S24B0019            ,A0286     ,SXV02529SCA003001,12,35454.55,11/5/2024
S24B0019            ,A0286     ,SXV02120SCA001002,200,35454.55,11/5/2024
S24B0020            ,A0388     ,PS05310DB07000000F01,24,312272.73,11/5/2024
S24B0020            ,A0388     ,PS05310DLG6000000F01,8,312272.73,11/5/2024
S24B0010            ,A0794     ,PS051D2DB07000000001,9,104090.91,11/4/2024
S24B0010            ,A0794     ,PS051D2DLA8000000001,4,104090.91,11/4/2024
S24B0010            ,A0794     ,PS051D2DG63000000001,3,104090.91,11/4/2024
S24B0010            ,A0794     ,PS051D2DS05000000001,3,99090.91,11/4/2024
S24B0010            ,A0794     ,PS051D2DY62000000001,2,99090.91,11/4/2024
S24B0010            ,A0794     ,PS051D2DW01000000001,3,99090.91,11/4/2024
S24B0010            ,A0794     ,PS05849DB01B01812G01,1,372727.27,11/4/2024
S24B0010            ,A0794     ,PS05849DB07B0181GG01,2,377727.27,11/4/2024
S24B0010            ,A0794     ,PS05849DB07B0211HG01,2,377727.27,11/4/2024
S24B0010            ,A0794     ,PS05849DB07B02113G01,3,377727.27,11/4/2024
S24B0010            ,A0794     ,PS05295DB07000000G01,5,259545.46,11/4/2024
S24B0010            ,A0794     ,PS05295DLG6000000G01,3,259545.46,11/4/2024
S24B0010            ,A0794     ,PS05295DH66000000F01,2,254545.46,11/4/2024
S24B0011            ,A0794     ,PS05295DH66000000F01,1,0,11/4/2024
S24B0011            ,A0794     ,PS05295DS05000000G01,1,0,11/4/2024
S24B0012            ,A0677     ,PS05L02DB07000000E01,5,343636.36,11/4/2024
S24B0012            ,A0677     ,PS05L02DLG6000000F01,2,343636.36,11/4/2024
S24B0012            ,A0677     ,PS05L02D000X003C5F01,1,362727.27,11/4/2024
S24B0012            ,A0677     ,PS05L02D000X0021BF01,1,362727.27,11/4/2024
S24B0012            ,A0677     ,PS05L02D000X00212F01,1,362727.27,11/4/2024
S24B0012            ,A0677     ,SXV02120SCA001002,30,35454.55,11/4/2024
S24B0012            ,A0677     ,SXV02142SCA003001,5,35454.55,11/4/2024
S24B0013            ,A0806     ,SXV02120SCA003002,100,35454.55,11/4/2024
S24B0013            ,A0806     ,SXV02529SCA003001,50,35454.55,11/4/2024
S24B0014            ,A0286     ,SXV02808SCA001001,60,35454.55,11/4/2024
S24B0014            ,A0286     ,SXV02529SCA003001,100,35454.55,11/4/2024
S24B0014            ,A0286     ,SXV02120SCA001002,200,35454.55,11/4/2024
S24B0014            ,A0286     ,SXV02120SCA003002,100,35454.55,11/4/2024
S24B0009            ,A0344     ,PS05310DS05000000F01,3,307272.73,11/2/2024
S24B0009            ,A0344     ,PS05310DH02000000F01,3,307272.73,11/2/2024
S24B0009            ,A0344     ,PS05310DS01000000F01,3,307272.73,11/2/2024
S24B0009            ,A0344     ,PS05310DL06000000F01,3,307272.73,11/2/2024
S24B0001            ,A0632     ,PS05310DB07000000F01,12,312272.73,11/1/2024
S24B0001            ,A0632     ,PS05310DG14000000F01,9,307272.73,11/1/2024
S24B0001            ,A0632     ,PS05310DLG6000000F01,12,312272.73,11/1/2024
S24B0001            ,A0632     ,PS05310DR12000000F01,12,312272.73,11/1/2024
S24B0001            ,A0632     ,PS05310DS05000000F01,15,307272.73,11/1/2024
S24B0002            ,A0323     ,PS05267DB07F06918G01,13,401363.64,11/1/2024
S24B0002            ,A0323     ,PS05267DB07F06912G01,1,401363.64,11/1/2024
S24B0002            ,A0323     ,PS05267DH43F06918G01,6,401363.64,11/1/2024
S24B0003            ,A0323     ,PS05267DB07F06913G01,8,401363.64,11/1/2024
S24B0003            ,A0323     ,PS05267DB07F06912G01,2,401363.64,11/1/2024
S24B0004            ,A0323     ,PS05267DB07F06912G01,2,0,11/1/2024
S24B0005            ,A0323     ,PS05267DH43F06918G01,4,0,11/1/2024
S24B0006            ,A0724     ,PS051E5DW01000000001,7,143636.36,11/1/2024
S24B0006            ,A0724     ,PS051E5DR18000000001,3,143636.36,11/1/2024
S24B0006            ,A0724     ,PS051E5DR48000000001,7,143636.36,11/1/2024
S24B0006            ,A0724     ,PS051E5DR47000000001,7,143636.36,11/1/2024
S24B0006            ,A0724     ,PS051E5DG04000000001,4,143636.36,11/1/2024
S24B0006            ,A0724     ,PS051E5DS51000000001,8,148636.36,11/1/2024
S24B0006            ,A0724     ,PS051C8DY03000000001,4,180000,11/1/2024
S24B0006            ,A0724     ,PS051C8DW01000000001,4,180000,11/1/2024
S24B0006            ,A0724     ,PS051C8DR11000000001,4,180000,11/1/2024
S24B0007            ,A0724     ,PS051E5DLG6000000001,16,148636.36,11/1/2024
S24B0007            ,A0724     ,PS051E5DB03000000001,16,143636.36,11/1/2024
S24B0007            ,A0724     ,PS051E5DL06000000001,16,143636.36,11/1/2024
S24B0008            ,A0666     ,SXV02213SCA001001,30,31818.18,11/1/2024
S24B0008            ,A0666     ,SXV02213SCA003001,80,31818.18,11/1/2024
S24A0258            ,A0942     ,PS053B2DB07000000E01,1,282272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DH66000000E01,1,277272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DW01000000E01,1,277272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DY62000000E01,1,277272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DB07000000F02,1,282272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DH66000000F01,1,277272.73,10/31/2024
S24A0258            ,A0942     ,PS053B2DW01000000F02,1,277272.73,10/31/2024
